time,Eh,El,R0_low_target,R0_low_adj,R0_high_adj,theta,p_recover
0.0,0.0,0.0,0.5,0.5,0.525,0.0,1.5
1.0027472527472527,2.1251000946955903e-05,2.0236248201710325e-05,0.5,0.5,0.525,0.0,1.5
2.0054945054945055,3.47307615784656e-05,3.305863681543113e-05,0.5,0.5,0.525,0.0,1.5
3.008241758241758,4.301539787875229e-05,4.091656655085493e-05,0.5,0.5,0.525,0.0,1.5
4.010989010989011,4.782765568600457e-05,4.545175818572826e-05,0.5,0.5,0.525,0.0,1.5
5.013736263736264,5.032206393436118e-05,4.776691058906466e-05,0.5,0.5,0.525,0.0,1.5
6.016483516483516,5.128819716657683e-05,4.861757334617372e-05,0.5,0.5,0.525,0.0,1.5
7.019230769230769,5.125274150203314e-05,4.8508869376300134e-05,0.5,0.5,0.525,0.0,1.5
8.021978021978022,5.056521134581394e-05,4.7776669247348326e-05,0.5,0.5,0.525,0.0,1.5
9.024725274725274,4.9465599070601016e-05,4.665187739148949e-05,0.5,0.5,0.525,0.0,1.5
10.027472527472527,4.811524011941037e-05,4.528992721037342e-05,0.5,0.5,0.525,0.0,1.5
11.030219780219781,4.661955648029675e-05,4.379255957550879e-05,0.5,0.5,0.525,0.0,1.5
12.032967032967033,4.504820967112188e-05,4.222702492741703e-05,0.5,0.5,0.525,0.0,1.5
13.035714285714285,4.3448240901317186e-05,4.063869703249437e-05,0.5,0.5,0.525,0.0,1.5
14.038461538461538,4.185098857714449e-05,3.905775848638965e-05,0.5,0.5,0.525,0.0,1.5
15.041208791208792,4.027755915488789e-05,3.750447820053659e-05,0.5,0.5,0.525,0.0,1.5
16.043956043956044,3.8738529135418594e-05,3.598893227746957e-05,0.5,0.5,0.525,0.0,1.5
17.046703296703296,3.7241082797962833e-05,3.451787921266803e-05,0.5,0.5,0.525,0.0,1.5
18.049450549450547,3.5789950806918705e-05,3.3095675778531205e-05,0.5,0.5,0.525,0.0,1.5
19.052197802197803,3.438802202131772e-05,3.172488480629969e-05,0.5,0.5,0.525,0.0,1.5
20.054945054945055,3.3035981811330164e-05,3.0405938775045088e-05,0.5,0.5,0.525,0.0,1.5
21.057692307692307,3.173362142422864e-05,2.9138409497177457e-05,0.5,0.5,0.525,0.0,1.5
22.060439560439562,3.0480246313459493e-05,2.7921399781872075e-05,0.5,0.5,0.525,0.0,1.5
23.063186813186814,2.9274833428947574e-05,2.675369715166555e-05,0.5,0.5,0.525,0.0,1.5
24.065934065934066,2.8116095321103756e-05,2.5633841304170725e-05,0.5,0.5,0.525,0.0,1.5
25.068681318681318,2.7002596325523402e-05,2.4560236818012942e-05,0.5,0.5,0.525,0.0,1.5
26.07142857142857,2.5932730955139483e-05,2.353113313858206e-05,0.5,0.5,0.525,0.0,1.5
27.074175824175825,2.490492237222815e-05,2.2544819699250774e-05,0.5,0.5,0.525,0.0,1.5
28.076923076923077,2.391761664765531e-05,2.159961428681333e-05,0.5,0.5,0.525,0.0,1.5
29.07967032967033,2.2969318066139158e-05,2.0693902822325383e-05,0.5,0.5,0.525,0.0,1.5
30.082417582417584,2.2058556082145766e-05,1.982610412183558e-05,0.5,0.5,0.525,0.0,1.5
31.085164835164836,2.1183894024521264e-05,1.8994679027197786e-05,0.5,0.5,0.525,0.0,1.5
32.08791208791209,2.0343933073638585e-05,1.8198134226694783e-05,0.5,0.5,0.525,0.0,1.5
33.09065934065934,1.9537308523013828e-05,1.7435019541771042e-05,0.5,0.5,0.525,0.0,1.5
34.09340659340659,1.8762640744235963e-05,1.6703872610772193e-05,0.5,0.5,0.525,0.0,1.5
35.09615384615385,1.801860499599994e-05,1.600329764022731e-05,0.5,0.5,0.525,0.0,1.5
36.098901098901095,1.7303914147492187e-05,1.5331945879873117e-05,0.5,0.5,0.525,0.0,1.5
37.10164835164835,1.6617390719899977e-05,1.468857954115733e-05,0.5,0.5,0.525,0.0,1.5
38.104395604395606,1.595795175602211e-05,1.4072058192708539e-05,0.5,0.5,0.525,0.0,1.5
39.107142857142854,1.5324537420943343e-05,1.3481274561441103e-05,0.5,0.5,0.525,0.0,1.5
40.10989010989011,1.4716155637028589e-05,1.2915194002486055e-05,0.5,0.5,0.525,0.0,1.5
41.112637362637365,1.413194755311238e-05,1.2372908736138772e-05,0.5,0.5,0.525,0.0,1.5
42.11538461538461,1.3571111265917242e-05,1.1853574656035857e-05,0.5,0.5,0.525,0.0,1.5
43.11813186813187,1.3032911736441434e-05,1.1356419544234736e-05,0.5,0.5,0.525,0.0,1.5
44.120879120879124,1.2516519690966718e-05,1.0880572766167041e-05,0.5,0.5,0.525,0.0,1.5
45.12362637362637,1.2020980645428556e-05,1.042505483158036e-05,0.5,0.5,0.525,0.0,1.5
46.12637362637363,1.1545408654395827e-05,9.98893473505072e-06,0.5,0.5,0.525,0.0,1.5
47.129120879120876,1.1088902729942155e-05,9.57128539507719e-06,0.5,0.5,0.525,0.0,1.5
48.13186813186813,1.064962298888167e-05,9.17028331931378e-06,0.5,0.5,0.525,0.0,1.5
49.13461538461539,1.02267169544452e-05,8.785078332592044e-06,0.5,0.5,0.525,0.0,1.5
50.137362637362635,9.82077022255348e-06,8.41622210063427e-06,0.5,0.5,0.525,0.0,1.5
51.14010989010989,9.431149609137235e-06,8.063054494419911e-06,0.5,0.5,0.525,0.0,1.5
52.14285714285714,9.057356855548829e-06,7.725072833537242e-06,0.5,0.5,0.525,0.0,1.5
53.145604395604394,8.698082879767489e-06,7.400963556164656e-06,0.5,0.5,0.525,0.0,1.5
54.14835164835165,8.35307139780228e-06,7.0904655376283815e-06,0.5,0.5,0.525,0.0,1.5
55.1510989010989,8.021890330516448e-06,6.793139252667243e-06,0.5,0.5,0.525,0.0,1.5
56.15384615384615,7.703622401950656e-06,6.508061170080095e-06,0.5,0.5,0.525,0.0,1.5
57.15659340659341,7.398285486626272e-06,6.235250988264462e-06,0.5,0.5,0.525,0.0,1.5
58.15934065934066,7.105200572170302e-06,5.974028674074892e-06,0.5,0.5,0.525,0.0,1.5
59.16208791208791,6.823747552645759e-06,5.723771919800996e-06,0.5,0.5,0.525,0.0,1.5
60.16483516483517,6.553308846351491e-06,5.483860996362326e-06,0.5,0.5,0.525,0.0,1.5
61.167582417582416,6.293510870535947e-06,5.2539269737158285e-06,0.5,0.5,0.525,0.0,1.5
62.17032967032967,6.044027254457587e-06,5.033649449595653e-06,0.5,0.5,0.525,0.0,1.5
63.17307692307692,5.804417631508807e-06,4.822590848881218e-06,0.5,0.5,0.525,0.0,1.5
64.17582417582418,5.574248289782415e-06,4.620320529980018e-06,0.5,0.5,0.525,0.0,1.5
65.17857142857143,5.353207310264161e-06,4.426534747236218e-06,0.5,0.5,0.525,0.0,1.5
66.18131868131869,5.140961050199406e-06,4.240907121042877e-06,0.5,0.5,0.525,0.0,1.5
67.18406593406593,4.937144613191578e-06,4.063078708643658e-06,0.5,0.5,0.525,0.0,1.5
68.18681318681318,4.741471903801203e-06,3.892771428576167e-06,0.5,0.5,0.525,0.0,1.5
