time,Eh,El,R0_low_target,R0_low_adj,R0_high_adj,theta,p_recover
0.0,0.0,0.0,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
1.0027472527472527,2.1205095645981723e-05,1.7808636825833196e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
2.0054945054945055,3.445526788678168e-05,2.5499352389595014e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
3.008241758241758,4.226214777020651e-05,2.7534796089431834e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
4.010989010989011,4.6378218830553154e-05,2.6572173975956348e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
5.013736263736264,4.802219927726735e-05,2.416683060451781e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
6.016483516483516,4.803818127658852e-05,2.121071518500965e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
7.019230769230769,4.700722962565512e-05,1.819055229510782e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
8.021978021978022,4.5326161284538804e-05,1.535412097112202e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
9.024725274725274,4.3265398032044695e-05,1.2816692161551049e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
10.027472527472527,4.100694267632565e-05,1.0612192546026079e-05,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
11.030219780219781,3.867128486297798e-05,8.734793564317496e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
12.032967032967033,3.633807782548427e-05,7.157925130280701e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
13.035714285714285,3.4056649979274586e-05,5.846305169902119e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
14.038461538461538,3.185914498390242e-05,4.763354553022115e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
15.041208791208792,2.9763428606268057e-05,3.873909238095414e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
16.043956043956044,2.7778825830113194e-05,3.146255927042516e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
17.046703296703296,2.5908297069340234e-05,2.5524183167658646e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
18.049450549450547,2.4151308920494603e-05,2.069099048637396e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
19.052197802197803,2.2505504681941443e-05,1.676174952154232e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
20.054945054945055,2.0966344060464735e-05,1.3572273290389737e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
21.057692307692307,1.9528655807366396e-05,1.0985521992099652e-06,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
22.060439560439562,1.81869921548942e-05,8.888171578093527e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
23.063186813186814,1.693584813675516e-05,7.189308197415569e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
24.065934065934066,1.5769721933705844e-05,5.814914537316702e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
25.068681318681318,1.468321533786239e-05,4.702804670187217e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
26.07142857142857,1.36710636187711e-05,3.802296889475819e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
27.074175824175825,1.2728413963972807e-05,3.075569631912515e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
28.076923076923077,1.1850446688853182e-05,2.4851105739240894e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
29.07967032967033,1.1032932094496064e-05,2.008152431116873e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
30.082417582417584,1.0271704745672715e-05,1.6206610209112266e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
31.085164835164836,9.562948915282289e-06,1.307163796095679e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
32.08791208791209,8.903067539026332e-06,1.0549866251927944e-07,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
33.09065934065934,8.288617490386508e-06,8.51259859693477e-08,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
34.09340659340659,7.716514045460112e-06,6.905137003250134e-08,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
35.09615384615385,7.1838399811720136e-06,5.6224034694959966e-08,0.5,0.36363636363636365,0.38181818181818183,0.75,1.5
