theta,p_recover,peak_high,eq_high_abs,eq_high_frac
0.0,1.0,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.0526315789473684,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.1052631578947367,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.1578947368421053,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.2105263157894737,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.263157894736842,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.3157894736842106,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.368421052631579,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.4210526315789473,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.4736842105263157,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.526315789473684,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.5789473684210527,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.631578947368421,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.6842105263157894,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.736842105263158,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.7894736842105263,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.8421052631578947,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.894736842105263,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,1.9473684210526314,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.0,2.0,0.12162420793440772,0.04583812718878687,0.8059686761629936
0.05263157894736842,1.0,0.1519537472828231,0.0570274683040085,0.9972337986648449
0.05263157894736842,1.0526315789473684,0.15012604400314375,0.05624095487400862,0.9967082656990802
0.05263157894736842,1.1052631578947367,0.1484024581777179,0.05552749889006565,0.9961369510713491
0.05263157894736842,1.1578947368421053,0.14677445052795574,0.054876997169573886,0.9955220209556976
0.05263157894736842,1.2105263157894737,0.1452343790255186,0.05428108412915606,0.9948658896357501
0.05263157894736842,1.263157894736842,0.14377538596282832,0.053732794784212896,0.9941710824862955
0.05263157894736842,1.3157894736842106,0.14239130088508442,0.053226280151850776,0.9934402321789848
0.05263157894736842,1.368421052631579,0.14108299850975609,0.05275660554484982,0.9926759762670709
0.05263157894736842,1.4210526315789473,0.13984949626567975,0.05231956676912033,0.9918809581639433
0.05263157894736842,1.4736842105263157,0.13867537031315866,0.05191159938404669,0.9910577658420239
0.05263157894736842,1.526315789473684,0.13755645625475166,0.051529601910030344,0.9902089315838493
0.05263157894736842,1.5789473684210527,0.13648896875724315,0.05117094317075844,0.9893368831943397
0.05263157894736842,1.631578947368421,0.13546944878529346,0.05083332248731283,0.9884439655302883
0.05263157894736842,1.6842105263157894,0.1344947673573102,0.05051472308873454,0.9875323931349838
0.05263157894736842,1.736842105263158,0.13356203636877576,0.05021339396415533,0.9866043193889471
0.05263157894736842,1.7894736842105263,0.13266860914696307,0.049927786520263,0.9856616973021369
0.05263157894736842,1.8421052631578947,0.1318120663452637,0.04965655178604863,0.9847064241910093
0.05263157894736842,1.894736842105263,0.13099017833132903,0.04939851196552889,0.9837403079888376
0.05263157894736842,1.9473684210526314,0.13020089140276195,0.04915255757457988,0.9827649608849578
0.05263157894736842,2.0,0.1294423104823654,0.048917744308677936,0.9817819582361432
0.10526315789473684,1.0,0.1737269400657694,0.05725149041913689,0.9999634419345872
0.10526315789473684,1.0526315789473684,0.17046869588724467,0.05594829561477414,0.9999504525021206
0.10526315789473684,1.1052631578947367,0.16738993783182532,0.05477065533779095,0.9999342159199942
0.10526315789473684,1.1578947368421053,0.16447566183439022,0.053702466201391776,0.9999142835122267
0.10526315789473684,1.2105263157894737,0.16171257060844854,0.052730158596708675,0.9998902043627418
0.10526315789473684,1.263157894736842,0.15908884503866477,0.05184229262943826,0.9998615384121027
0.10526315789473684,1.3157894736842106,0.15659394264876375,0.05102914419886598,0.9998278520175845
0.10526315789473684,1.368421052631579,0.1542435688749467,0.05028236395944952,0.999788733094575
0.10526315789473684,1.4210526315789473,0.15203745367868823,0.04959477356415804,0.9997437888079569
0.10526315789473684,1.4736842105263157,0.14993180609895115,0.048960152506965504,0.9996926488580345
0.10526315789473684,1.526315789473684,0.14791993620500143,0.048373084071619714,0.9996349758758944
0.10526315789473684,1.5789473684210527,0.14599550526556881,0.0478288253187819,0.9995704553151455
0.10526315789473684,1.631578947368421,0.14415290370092865,0.04732321410443375,0.9994988056177546
0.10526315789473684,1.6842105263157894,0.14238687968700756,0.04685259386738428,0.9994197747349135
0.10526315789473684,1.736842105263158,0.14069271921751839,0.04641371494868117,0.9993331458124137
0.10526315789473684,1.7894736842105263,0.13910532224694594,0.0460037096153228,0.9992387296539477
0.10526315789473684,1.8421052631578947,0.13758708836543926,0.04562001344126605,0.9991363614926811
0.10526315789473684,1.894736842105263,0.1361267999591262,0.04526032713212214,0.9990259161112192
0.10526315789473684,1.9473684210526314,0.13472116795717107,0.04492263672454321,0.9989072928700664
0.10526315789473684,2.0,0.13336717406494597,0.044605101609706536,0.9987804223106749
0.15789473684210525,1.0,0.18705510112608448,0.05722016696280272,0.9999994448004926
0.15789473684210525,1.0526315789473684,0.18261896349273246,0.05550829201773793,0.9999991723208677
0.15789473684210525,1.1052631578947367,0.1784228267697999,0.05396095159977601,0.9999987929870686
0.15789473684210525,1.1578947368421053,0.17454961880285852,0.05255795729542693,0.9999982765810354
0.15789473684210525,1.2105263157894737,0.17086185649915947,0.05128234979869929,0.9999975875599606
0.15789473684210525,1.263157894736842,0.16734503577862406,0.050119649891710694,0.9999966851980491
