time,Eh,El,R0_low,R0_high_adj,R0_low_adj,p_recover
0.0,0.0,0.0,0.5,0.4233870967707792,0.4032258064483611,1.8
1.0027472527472527,2.1219446744177785e-05,1.921378027578403e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
2.0054945054945055,3.4542883172976967e-05,2.9722177377661263e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
3.008241758241758,4.24907565981685e-05,3.472871385175069e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
4.010989010989011,4.6790581726997666e-05,3.631260757257708e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
5.013736263736264,4.863673151050983e-05,3.583144430774792e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
6.016483516483516,4.8852027899154096e-05,3.416078116032542e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
7.019230769230769,4.799915793002055e-05,3.185508676221243e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
8.021978021978022,4.646768847665736e-05,2.9268154278692735e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
9.024725274725274,4.452420797332009e-05,2.661771320021693e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
10.027472527472527,4.234982212345433e-05,2.4032446857937585e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
11.030219780219781,4.0067731263992144e-05,2.1585836682061135e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
12.032967032967033,3.775984966579765e-05,1.931468544174364e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
13.035714285714285,3.5481385368757916e-05,1.723498315028131e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
14.038461538461538,3.326773038920657e-05,1.5348364005001972e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
15.041208791208792,3.1140534897700646e-05,1.36477406422221e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
16.043956043956044,2.9112433671036075e-05,1.2122065504316244e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
17.046703296703296,2.7190115793154113e-05,1.0758130909561892e-05,0.5,0.4233870967707792,0.4032258064483611,1.8
18.049450549450547,2.537598548044225e-05,9.542102614369026e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
19.052197802197803,2.366965123241877e-05,8.460022841592059e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
20.054945054945055,2.206812566784273e-05,7.498028909767438e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
21.057692307692307,2.056754672445675e-05,6.643568532412818e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
22.060439560439562,1.9163608180774723e-05,5.8853338434246924e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
23.063186813186814,1.7851678191172057e-05,5.2128709445303554e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
24.065934065934066,1.662670369343121e-05,4.616787890934261e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
25.068681318681318,1.548366122039921e-05,4.088586838799238e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
26.07142857142857,1.441759489542789e-05,3.6205304792751803e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
27.074175824175825,1.3423754588537942e-05,3.2059241052276746e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
28.076923076923077,1.2497667193393972e-05,2.838991097310516e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
29.07967032967033,1.1634846858660395e-05,2.5138994016763935e-06,0.5,0.4233870967707792,0.4032258064483611,1.8
